uid,complexity
0078/00787419,4
0068/00688711,16
0025/00254246,3
0005/00056643,6
0074/00740139,4
0095/00950054,4
0086/00866699,4
0035/00350517,9
0038/00382594,2
0044/00440494,7
0034/00345818,8
0063/00632900,1
0092/00929809,8
0021/00218512,8
0054/00549895,4
0090/00908877,7
0053/00530232,8
0093/00930257,4
0042/00428467,2
0032/00324906,10
0080/00805413,7
0091/00910094,10
0078/00788426,14
0010/00100390,10
0053/00534251,6
0069/00691359,12
0076/00766253,8
0031/00314018,14
0030/00305790,7
0000/00008398,5
0083/00837082,4
0012/00120290,3
0006/00069490,2
0023/00238224,4
0002/00029332,14
0084/00846764,23
0010/00100432,24
0005/00050881,4
0068/00685521,6
0073/00736625,2
0002/00027006,4
0022/00221005,4
0029/00292157,6
0064/00640619,4
0013/00137372,4
0054/00546035,4
0024/00246343,6
0071/00716285,6
0083/00838960,4
0074/00747645,15
0022/00222856,2
0067/00675501,6
0093/00939684,12
0043/00439986,4
0031/00319394,12
0065/00651387,12
0044/00446307,12
0053/00537677,16
0039/00398380,12
0061/00610643,4
0039/00391401,18
0050/00500956,4
0009/00094898,1
0029/00296081,24
0098/00987143,12
0082/00820694,2
0069/00699319,4
0043/00431103,5
0090/00904803,8
0093/00931048,2
0047/00478640,8
0052/00520391,8
0036/00369974,1
0003/00037998,4
0053/00534351,4
0048/00488154,4
0097/00977012,4
0058/00580668,2
0002/00025280,9
0044/00445392,8
0019/00195641,12
0092/00926467,10
0078/00782965,2
0078/00782104,1
0095/00951345,7
0094/00942615,6
0059/00599056,2
0067/00673402,4
0084/00842726,4
0041/00412348,2
0096/00969771,6
0078/00789757,1
0022/00220930,5
0020/00203588,2
0023/00231934,5
0057/00575063,4
0062/00624294,4
0023/00236359,6
0040/00401782,24
0094/00941462,15
0023/00234785,1
0007/00072865,4
0058/00580373,5
0096/00966461,4
0070/00709419,4
0088/00881148,23
0060/00602387,8
0016/00169516,8
0052/00528014,1
0052/00526362,6
0043/00437839,1
0037/00375338,1
0031/00317727,13
0024/00249966,34
0028/00280604,14
0029/00294350,8
0000/00005125,8
0022/00224705,4
0016/00164584,8
0009/00099288,2
0049/00493009,2
0071/00714665,4
0032/00320206,2
0042/00423440,4
0037/00370832,4
0052/00522523,2
0077/00776682,9
0003/00037495,16
0077/00770470,2
0002/00021953,16
0038/00380463,5
0090/00900095,34
0044/00444981,9
0016/00160063,4
0030/00306527,20
0036/00368730,4
0090/00902207,4
0022/00229535,1
0080/00804603,10
0096/00961684,26
0081/00811606,1
0021/00219375,14
0008/00085023,7
0072/00724538,11
0095/00950264,2
0008/00081349,12
0007/00074855,16
0030/00302175,8
0003/00035235,12
0015/00150773,4
0074/00745246,1
0035/00353708,1
0020/00207077,10
0032/00322819,6
0076/00769811,8
0033/00334785,20
0048/00484393,13
0031/00317754,3
0002/00020924,11
0001/00012061,1
0082/00823288,4
0004/00049158,4
0040/00407136,2
0048/00481216,11
0074/00746219,8
0005/00051471,24
0063/00637435,10
0030/00304624,2
0087/00878476,4
0026/00262667,14
0086/00862045,4
0047/00470471,4
0006/00068591,6
0033/00330021,2
0089/00892011,6
0074/00743871,9
0028/00280419,17
0097/00979710,15
0085/00858999,12
0027/00278480,1
0025/00257999,17
0019/00197225,24
0062/00626503,3
0075/00750913,1
0035/00358261,5
0006/00062029,4
0009/00098320,17
0053/00535626,4
0074/00741004,20
0034/00341665,4
0048/00481264,9
0004/00046583,29
0077/00778381,6
0007/00074031,5
0028/00280441,8
0016/00169647,2
0099/00996168,10
0055/00553348,3
0075/00753737,8
0022/00223776,4
0037/00378824,4
0000/00008161,1
0021/00217052,8
0099/00990645,29
0078/00783721,1
0025/00257668,28
0082/00823909,4
0088/00888472,4
0078/00783740,4
0016/00167466,4
0063/00631263,6
0053/00534876,24
0086/00861388,8
0049/00496541,8
0002/00022231,11
0061/00614754,2
0058/00587497,22
0052/00528507,2
0026/00266154,5
0086/00868772,9
0071/00712140,4
0033/00338215,4
0099/00993813,4
0046/00462026,1
0008/00089206,4
0071/00711848,3
0094/00948835,4
0084/00840088,14
0038/00381214,4
0087/00879184,18
0039/00391620,4
0034/00342827,10
0003/00030938,6
0041/00418231,2
0067/00678892,3
0027/00272059,10
0068/00684686,8
0097/00971301,16
0018/00184182,13
0030/00308274,12
0006/00065781,8
0095/00954440,16
0088/00888793,2
0072/00722328,4
0014/00149572,2
0027/00270645,20
0034/00349751,2
0092/00924380,3
0015/00154373,7
0020/00206819,16
0037/00375761,25
0046/00467219,4
0047/00470773,3
0012/00121304,4
0006/00064337,8
0037/00377138,4
0028/00283206,12
0062/00620393,2
0079/00793585,4
0068/00685037,7
0062/00628647,7
0096/00963403,8
0009/00090434,2
0049/00492024,4
0074/00740071,7
0004/00042088,16
0050/00500596,8
0055/00554264,4
0053/00535397,7
0041/00418990,2
0053/00533368,5
0062/00628202,4
0048/00480614,4
0074/00742537,1
0052/00523075,4
0094/00949674,2
0060/00603136,8
0047/00470234,9
0021/00218358,9
0022/00229641,8
0021/00214500,1
0015/00156279,2
0092/00924402,2
0075/00750732,22
0016/00166716,8
0094/00941794,4
0027/00272531,12
0032/00325850,16
0069/00691925,4
0085/00850255,4
0033/00337221,2
0071/00715053,4
0060/00608784,12
0044/00442645,4
0046/00461612,4
0071/00710464,8
0031/00317461,6
0039/00398269,9
0002/00028813,20
0013/00130585,2
0048/00484450,10
0097/00975176,4
0063/00635434,8
0054/00547875,4
0072/00726943,2
0038/00385406,8
0079/00798759,12
0099/00998780,2
0081/00815315,24
0045/00454530,4
0031/00315513,15
0054/00548791,11
0057/00573867,11
0074/00745925,5
0056/00561474,20
0012/00126970,8
0039/00399805,10
0031/00312222,4
0042/00424779,14
0082/00824213,4
0023/00232905,13
0080/00809834,21
0045/00455209,1
0050/00501176,1
0016/00163511,4
0032/00325521,12
0096/00965581,14
0004/00048849,4
0033/00339876,20
0018/00189316,2
0011/00114181,2
0011/00119634,26
0041/00418636,18
0064/00642576,9
0098/00981900,3
0036/00366263,5
0089/00897557,4
0012/00126234,4
0069/00698574,4
0081/00814262,1
0085/00851155,7
0073/00738880,4
0007/00077840,4
0029/00295536,24
0082/00822039,8
0006/00063616,4
0025/00258270,4
0047/00475444,22
0038/00384265,6
0056/00569127,4
0049/00497037,14
0047/00471676,4
0052/00529374,3
0072/00724428,9
0084/00849703,6
0033/00330816,5
0080/00807844,4
0047/00478756,14
0085/00856378,16
0067/00676678,10
0054/00541591,12
0041/00418878,1
0036/00368069,7
0082/00823520,4
0067/00677702,4
0042/00422229,5
0008/00082425,4
0020/00202145,32
0028/00285160,1
0003/00035480,10
0001/00015161,20
0091/00913786,8
0006/00063132,9
0053/00532984,4
0054/00541865,1
0037/00377087,7
0071/00714446,2
0058/00580286,4
0024/00246765,31
0088/00882818,12
0062/00627107,2
0081/00814225,17
0099/00998756,4
0059/00595497,2
0022/00221641,26
0084/00842723,2
0030/00309253,12
0078/00781383,4
0009/00094539,8
0063/00634302,8
0087/00870215,8
0031/00314830,4
0006/00064295,6
0084/00846848,6
0014/00142991,4
0072/00727844,12
0027/00273195,7
0046/00465787,4
0012/00127013,4
0021/00210661,4
0005/00051768,2
0022/00220714,9
0080/00809001,6
0018/00189049,2
0076/00765221,7
0028/00282171,10
0062/00626655,4
0076/00766499,25
0047/00475738,9
0078/00781333,17
0074/00747564,8
0089/00897869,12
0041/00412582,2
0082/00820995,7
0029/00295691,4
0035/00357659,8
0023/00235268,9
0080/00800383,4
0024/00245710,22
0088/00886780,4
0083/00835027,4
0032/00320938,5
0017/00178390,2
0024/00245206,16
0061/00614664,4
0075/00759054,6
0080/00809561,4
0078/00782568,8
0010/00102818,4
0053/00536166,21
0061/00614194,4
0084/00842674,6
0082/00825100,8
0025/00254845,4
0063/00639333,16
0098/00983937,1
0043/00432237,3
0008/00080432,20
0064/00647681,26
0086/00860688,8
0038/00388963,2
0061/00610240,2
0087/00876431,4
0026/00264022,7
0042/00422348,9
0085/00857817,4
0092/00922844,8
0096/00968916,3
0015/00156498,2
0078/00786874,1
0082/00828267,5
0027/00272750,8
0064/00646102,5
0058/00583098,3
0075/00750728,12
0058/00588398,8
0092/00920672,20
0014/00142260,6
0072/00721620,3
0020/00209988,25
0026/00260084,4
0028/00280353,10
0057/00570400,4
0099/00999984,4
0082/00825554,8
0055/00550193,2
0050/00507827,5
0056/00560256,8
0076/00762238,4
0062/00628425,1
0013/00136705,4
0074/00740625,17
0036/00364338,1
0051/00511722,4
0048/00482605,6
0096/00966759,16
0021/00216281,7
0012/00129393,4
0062/00620080,1
0091/00914119,1
0034/00342737,14
0048/00484599,8
0073/00737555,16
0043/00435012,4
0096/00964754,8
0070/00708641,2
0038/00384065,4
0076/00765886,6
0056/00569711,31
0052/00524641,1
0021/00216990,1
0019/00192172,20
0063/00635882,8
0089/00898153,5
0037/00373740,1
0070/00700236,1
0037/00371468,4
0004/00047521,8
0090/00904181,11
0027/00272782,8
0076/00763261,4
0054/00549319,2
0029/00297107,4
0064/00640528,4
0022/00220768,6
0081/00812604,2
0024/00245943,6
0022/00221951,1
0087/00872273,4
0002/00022756,4
0002/00026057,9
0037/00378482,4
0010/00106362,14
0095/00950828,9
0094/00943905,8
0023/00232249,3
0065/00656188,6
0007/00076573,4
0051/00514842,8
0040/00408031,11
0048/00486132,1
0032/00324792,2
0048/00485017,4
0049/00492794,10
0068/00681121,14
0058/00581214,4
0079/00791910,19
0000/00008933,4
0004/00040736,40
0008/00089595,8
0076/00769904,8
0073/00738499,22
0009/00092600,11
0093/00935737,1
0033/00339805,17
0017/00175266,16
0016/00169293,4
0013/00135095,4
0035/00350793,12
0045/00451554,12
0079/00790057,4
0090/00902663,4
0082/00827060,8
0081/00814508,12
0092/00920877,8
0091/00919204,12
0037/00372209,4
0018/00187291,8
0082/00827643,1
0086/00860822,4
0079/00797236,27
0081/00819119,4
0024/00244014,6
0077/00770476,8
0058/00588584,12
0060/00601180,8
0014/00142242,1
0087/00877948,4
0035/00359743,12
0014/00143755,8
0066/00663207,10
0044/00449945,4
0055/00553433,1
0095/00951490,28
0021/00213948,9
0038/00385966,4
0042/00428604,4
0048/00485838,4
0090/00903460,11
0063/00635930,4
0054/00547316,1
0053/00531153,4
0048/00484244,14
0034/00342967,14
0019/00196039,1
0053/00532130,4
0036/00361910,22
0012/00125750,2
0044/00441812,14
0055/00550009,11
0081/00810243,4
0091/00915772,8
0087/00872881,4
0047/00473102,1
0064/00643739,8
0001/00016242,11
0057/00573323,4
0012/00125421,12
0003/00037441,2
0096/00960345,10
0012/00120991,9
0062/00628705,12
0075/00752801,7
0052/00528426,12
0014/00142632,22
0002/00027449,1
0089/00896132,8
0072/00723892,5
0062/00624666,12
0068/00687576,10
0088/00883831,1
0032/00328665,4
0059/00592986,1
0081/00814724,4
0089/00899955,3
0003/00030190,8
0050/00501673,6
0067/00670180,38
0046/00466394,4
0052/00520482,4
0046/00464113,4
0046/00463871,9
0063/00636422,1
0049/00490617,8
0006/00063175,4
0070/00709500,1
0009/00092328,8
0035/00352765,20
0008/00084104,16
0017/00174991,12
0027/00277498,14
0053/00530416,4
0028/00286126,16
0063/00635862,1
0068/00684667,6
0064/00648813,4
0075/00750504,4
0072/00722420,12
0059/00593165,12
0005/00057048,4
0016/00162009,4
0015/00154819,8
0025/00254986,4
0099/00998798,4
0076/00765895,8
0031/00313506,7
0031/00313514,7
0064/00642321,13
0024/00246999,6
0059/00595186,9
0015/00159420,1
0062/00624352,7
0010/00105343,12
0060/00600460,2
0039/00396751,4
0050/00500650,8
0036/00364557,13
0084/00848085,18
0044/00449204,2
0043/00431943,12
0068/00682034,5
0084/00842745,12
0024/00246107,6
0048/00489693,8
0061/00611891,8
0043/00436673,4
0073/00731135,4
0036/00362315,4
0023/00231522,6
0028/00289430,22
0002/00027455,4
0013/00135656,2
0085/00855602,4
0022/00227378,10
0085/00855403,4
0078/00788395,1
0059/00591158,1
0002/00028199,12
0090/00907148,6
0013/00135644,32
0058/00585652,4
0009/00097574,3
0000/00001449,8
0035/00358267,2
0079/00796863,2
0045/00456785,4
0019/00199768,4
0013/00133911,4
0002/00025002,10
0092/00920653,2
0056/00560789,12
0021/00218882,4
0053/00532978,12
0044/00448753,11
0015/00150776,23
0072/00729942,4
0030/00300911,4
0011/00119570,3
0076/00761083,2
0046/00466049,2
0004/00042328,16
0074/00743874,4
0052/00528592,6
0076/00768468,2
0055/00551381,4
0082/00824140,1
0055/00559489,36
0094/00947699,2
0006/00068188,2
0029/00299302,9
0057/00576239,4
0071/00716048,4
0086/00862466,2
0051/00511659,14
0078/00786354,6
0061/00610645,4
0080/00808498,33
0051/00518995,8
0011/00115992,6
0079/00797359,4
0068/00680715,2
0006/00064608,12
0038/00380129,9
0094/00949337,8
0033/00334925,4
0081/00814514,4
0096/00969318,5
0041/00418478,6
0070/00703089,4
0038/00386900,8
0002/00028053,4
0036/00363466,1
0027/00276152,8
0094/00940296,8
0078/00780663,1
0010/00106176,8
0090/00903872,8
0035/00359824,16
0074/00747636,4
0082/00820737,6
0089/00890470,19
0035/00355413,8
0092/00929787,4
0076/00761288,5
0051/00510632,8
0089/00894977,4
0049/00499965,4
0003/00037071,24
0082/00824262,6
0064/00645278,4
0094/00946607,2
0052/00520992,18
0099/00990983,6
0059/00591599,5
0074/00745883,1
0079/00796884,27
0006/00065991,8
0062/00622359,7
0039/00398834,2
0008/00083704,4
0052/00529587,1
0081/00810883,1
0030/00301848,2
0094/00941440,4
0069/00696330,7
0026/00269941,1
0050/00508791,35
0044/00447068,8
0023/00236027,12
0054/00548638,8
0041/00418998,5
0022/00224088,12
0083/00832353,4
0044/00445910,18
0034/00341485,1
0080/00806532,32
0023/00231485,5
0007/00077404,4
0015/00152821,4
0001/00011351,7
0051/00519787,28
0095/00958893,9
0077/00773624,4
0090/00904848,2
0089/00893986,4
0081/00813505,6
0016/00166165,4
0033/00337982,1
0068/00683179,8
0089/00893878,16
0065/00658117,6
0056/00564939,8
0058/00583840,12
0073/00738729,6
0078/00788447,8
0081/00818116,7
0084/00843142,2
0006/00069876,31
0031/00314744,3
0032/00329520,13
0051/00512805,24
0093/00935342,8
0036/00368635,1
0087/00871686,8
0078/00785211,4
0028/00284231,4
0097/00979120,39
0030/00306569,17
0047/00478114,8
0006/00066836,17
0081/00811116,38
0080/00800678,1
0061/00617297,4
0076/00762943,24
0087/00871113,8
0070/00709582,4
0051/00511199,4
0008/00081676,4
0030/00308112,20
0008/00086164,12
0096/00961865,15
0043/00434454,2
0047/00479809,1
0099/00998310,4
0025/00254944,2
0044/00440054,20
0017/00176083,4
0066/00660721,4
0001/00017300,10
0034/00348548,2
0034/00345295,1
0005/00052103,5
0004/00043285,4
0032/00327769,6
0095/00951533,1
0085/00851399,16
0054/00547574,18
0052/00524703,4
0086/00860482,4
0066/00666191,6
0083/00833004,9
0058/00587595,4
0009/00098810,21
0004/00047298,1
0050/00500599,4
0023/00232851,3
0077/00770534,4
0072/00726134,16
0089/00899655,12
0025/00258016,17
0026/00267737,8
0021/00212077,4
0017/00175796,16
0047/00471273,4
0060/00600488,5
0049/00499617,3
0027/00272779,3
0084/00848458,4
0048/00482527,20
0037/00374251,4
0069/00691874,4
0002/00026137,4
0039/00399267,26
0072/00723168,4
0068/00685856,3
0023/00230487,27
0047/00471051,7
0073/00731706,3
0047/00478632,31
0053/00530060,21
0074/00745628,6
0041/00417154,4
0011/00112051,4
0043/00435758,9
0053/00539937,10
0056/00569485,4
0060/00607348,8
0083/00834139,4
0064/00649438,10
0073/00738041,4
0015/00155560,2
0010/00109253,1
0037/00370799,6
0052/00528895,20
0036/00367319,32
0057/00572632,6
0002/00026378,5
0002/00022515,28
0081/00810923,12
0073/00739370,1
0098/00980837,11
0033/00339181,5
0073/00739019,4
0049/00499020,8
0082/00821838,6
0011/00117744,20
0060/00606797,21
0009/00095839,21
0035/00355971,3
0096/00966235,6
0017/00177380,8
0006/00069045,10
0058/00589966,12
0091/00915376,16
0096/00968689,5
0042/00421914,10
0081/00815216,7
0041/00414774,10
0056/00565984,2
0093/00938470,26
0014/00148730,2
0009/00093894,5
0008/00081540,4
0048/00486456,13
0027/00270337,10
0099/00993177,20
0049/00499238,4
0054/00540283,4
0013/00134941,1
0023/00237349,6
0085/00853524,4
0088/00889689,9
0058/00588425,12
0012/00124034,1
0019/00191156,6
0077/00778360,4
0013/00133051,4
0036/00369857,1
0095/00953078,4
0024/00242910,8
0031/00312011,4
0040/00405538,7
0048/00488616,4
0009/00093536,4
0031/00311119,11
0070/00704796,24
0086/00862336,4
0054/00542843,1
0042/00426269,1
0057/00571969,2
0025/00252160,2
0099/00995951,1
0079/00793625,4
0082/00823486,4
0086/00860219,4
0037/00370677,4
0073/00733747,12
0037/00374185,1
0036/00363761,12
0033/00335532,24
0070/00700310,1
0066/00661191,12
0012/00127055,16
0069/00694401,10
0055/00550865,1
0069/00697966,21
0089/00896486,4
0028/00289920,8
0013/00133142,4
0082/00826463,1
0085/00853417,34
0036/00367776,16
0004/00043621,9
0062/00623274,20
0036/00360784,6
0075/00758765,4
0057/00577041,4
0068/00682170,16
0002/00026399,29
0082/00829374,2
0093/00936715,3
0078/00786215,4
0085/00857788,1
0091/00917158,6
0068/00682290,28
0028/00282852,2
0062/00620188,9
0068/00682243,13
0005/00059958,4
0056/00569493,9
0068/00681211,8
0097/00977056,4
0092/00923769,2
0026/00264858,4
0060/00603977,7
0076/00763444,1
0044/00440274,7
0092/00922377,14
0097/00972634,4
0036/00360811,1
0080/00802350,10
0030/00305405,3
0089/00897114,2
0048/00489617,29
0037/00376229,16
0042/00424811,6
0042/00422371,6
0012/00123090,1
0052/00529943,8
0046/00465332,2
0091/00912072,14
0001/00019720,11
0076/00766629,1
0011/00119160,10
0049/00493334,4
0053/00536593,4
0017/00179915,13
0067/00679342,36
0020/00204345,1
0071/00712040,4
0070/00706709,4
0048/00486510,4
0059/00599355,12
0046/00469967,24
0052/00521274,4
0013/00133769,4
0042/00421666,10
0051/00510466,3
0030/00308843,28
0062/00624249,4
0015/00153070,6
0087/00879595,8
0007/00073235,4
0057/00577400,28
0092/00925887,4
0033/00335953,17
0021/00217840,4
0011/00113427,28
0044/00443213,16
0093/00933320,2
0036/00369631,24
0059/00591371,4
0074/00741559,4
0060/00604590,6
0006/00063185,4
0073/00739015,4
0010/00102251,9
0070/00708513,4
0084/00841211,8
0004/00040763,2
0091/00917825,2
0068/00689320,6
0088/00880658,4
0046/00463307,6
0092/00920558,12
0026/00262536,16
0071/00715162,4
0029/00292547,4
0081/00818653,2
0035/00351883,4
0071/00711778,3
0031/00317805,10
0049/00494874,6
0003/00034741,24
0014/00147927,7
0053/00532124,4
0036/00360496,4
0035/00353679,6
0098/00987963,8
0020/00208480,34
0041/00412814,8
0098/00985068,28
0047/00478210,1
0027/00272924,8
0019/00198127,11
0098/00989667,24
0083/00835903,29
0097/00979992,1
0030/00307880,6
0051/00518810,16
0004/00044390,7
0035/00359873,4
0081/00814892,8
0094/00940029,2
0028/00280221,13
0038/00383631,17
0065/00653208,4
0029/00299989,39
0006/00069948,2
0084/00843895,2
0011/00114110,28
0079/00790769,6
0089/00897116,2
0097/00970112,4
0020/00206199,6
0036/00369070,8
0027/00273159,7
0079/00799298,1
0081/00813122,2
0055/00550082,6
0023/00236244,9
0095/00954592,3
0077/00777410,12
0083/00834119,4
0001/00014431,4
0038/00386841,8
0006/00060305,32
0030/00300965,2
0065/00652244,4
0063/00638089,1
0024/00243892,6
0081/00818535,1
0043/00438369,19
0048/00481297,11
0038/00383764,16
0066/00666016,7
0044/00448907,6
0064/00640652,4
0048/00486591,12
0099/00993124,9
0082/00820747,2
0013/00136571,6
0097/00979046,12
0085/00852746,8
0005/00056578,4
0069/00698039,6
0055/00555786,4
0045/00454468,4
0043/00430105,5
0065/00652948,6
0025/00255789,6
0079/00796840,4
0040/00405313,4
0056/00567563,1
0028/00285655,13
0038/00388441,2
0048/00482401,4
0039/00398831,2
0023/00235222,4
0043/00430947,6
0082/00829513,4
0010/00101944,4
0098/00987077,2
0028/00284452,24
0066/00661440,1
0083/00837327,4
0083/00839815,4
0037/00371721,29
0089/00893380,13
0043/00438393,4
0033/00339366,14
0057/00570169,6
0028/00288022,8
0031/00312285,6
0097/00979225,7
0060/00601277,2
0017/00174415,2
0045/00456653,4
0060/00601138,6
0081/00815154,4
0035/00359124,8
0009/00091300,2
0061/00619478,6
0031/00313004,6
0087/00879260,12
0061/00615097,4
0057/00575515,5
0061/00616761,5
0029/00299138,20
0059/00596648,1
0078/00788174,8
0026/00267527,3
0064/00648092,4
0077/00777566,17
0029/00298667,16
0038/00381245,12
0043/00434745,8
0004/00043420,4
0026/00261552,24
0088/00882332,40
0074/00748293,7
0027/00270960,8
0028/00285798,11
0016/00160915,12
0020/00203035,4
0017/00171463,28
0018/00186179,4
0068/00685321,16
0082/00825053,4
0056/00566309,4
0075/00755885,2
0012/00127503,24
0055/00554712,12
0010/00109858,6
0072/00726059,11
0004/00046726,20
0085/00853706,21
0089/00897670,4
0079/00794649,36
0050/00501599,20
0009/00096651,7
0062/00620103,36
0003/00036389,9
0073/00739912,2
0032/00321499,4
0050/00506651,6
0026/00267572,1
0037/00372717,12
0038/00381362,3
0016/00164708,11
0061/00616997,8
0092/00920215,21
0022/00222991,4
0067/00670379,1
0016/00169445,1
0050/00501602,4
0032/00323429,4
0090/00902022,12
0060/00606302,2
0017/00178384,2
0065/00650683,1
0060/00604558,4
0003/00031093,4
0023/00236675,4
0015/00157168,9
0082/00825670,4
0016/00169292,2
0057/00578740,15
0098/00981639,4
0022/00227750,4
0085/00855902,3
